a0:f3:c1:b0:94:d6,APTRG juara umum !,82,-59,-6.90389,107.61861
00:23:cd:12:7f:7d,EIRRG H118+,62,-69,-6.90389,107.61861
60:e3:27:b6:2a:95,EIRRG H118,10,-95,-6.90389,107.61861
bc:c0:0f:23:0c:e8,Gedung D 12,38,-81,-6.90389,107.61861
04:95:e6:be:2f:a8,modal_dong,46,-77,-6.90389,107.61861
6c:3b:6b:c1:de:76,MikroTik-C1DE76,26,-87,-6.90389,107.61861
00:27:22:c6:48:9b,TelkomUniversity,34,-83,-6.90389,107.61861
00:27:22:c6:46:43,TelkomUniversity,16,-92,-6.90389,107.61861
c0:87:eb:19:5e:7b,Kopi is coffee,92,-54,-6.90389,107.61861
