a0:f3:c1:b0:94:d6,APTRG juara umum !,96,-52,-6.9760248,107.630302,0.0
00:23:cd:12:7f:7d,EIRRG H118+,40,-80,-6.9760248,107.630302,0.0
bc:c0:0f:23:0c:e8,Gedung D 12,46,-77,-6.9760248,107.630302,0.0
04:95:e6:be:2f:a8,modal_dong,46,-77,-6.9760248,107.630302,0.0
00:27:22:c6:48:9b,TelkomUniversity,34,-83,-6.9760248,107.630302,0.0
00:27:22:c6:46:43,TelkomUniversity,18,-91,-6.9760248,107.630302,0.0
c8:3a:35:22:08:38,Tenda_220838,16,-92,-6.9760248,107.630302,0.0
64:66:b3:b6:b4:88,LABORATORIUM N301,10,-95,-6.9760248,107.630302,0.0
c0:87:eb:19:5e:7b,Kopi is coffee,100,-50,-6.9760248,107.630302,0.0
0e:98:38:40:77:45,Redmi,12,-94,-6.9760248,107.630302,0.0
